ham,num_system_qubits,num_ancilla,time,segments,replication_seed,n_circuits,n_shots,depth,size,peak_MB,runtime,exact_eig,most_likely_bs,est_energy_med,est_energy_mean,est_energy_std,est_energy_min,est_energy_max,estimation_error,alpha,counts
ising,2,6,0.0001,1,42,1,1000,129,151,160.640625,1.0948279000003822,3.1240998703626572,000000,0.0,0.0,0.0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1000}"
ising,2,6,0.0001,1,42,1,1,129,151,158.33203125,1.0506252000050154,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0001,1,42,1,100,129,151,160.26171875,1.1173067999989144,3.1240998703626572,000000,0.0,0.0,0.0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 100}"
ising,2,6,0.0005,1,42,1,1,129,151,164.546875,0.8002151999971829,3.1240998703626572,000000,0.0,0.0,0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1}"
ising,2,6,0.0005,1,42,1,1000,129,151,163.953125,0.8720534999956726,3.1240998703626572,000000,0.0,0.0,0.0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1000}"
ising,2,6,0.0005,1,42,1,100,129,151,162.6640625,0.9466465000004973,3.1240998703626572,000000,0.0,0.0,0.0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 100}"
ising,2,6,0.0001,1,42,10,1000,129,151,175.82421875,10.634717799999635,3.1240998703626572,000000,0.0,0.0,0.0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 10000}"
ising,2,6,0.0001,1,42,10,1,129,151,170.70703125,10.805907499998284,3.1240998703626572,000000,0.0,0.0,0.0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 10}"
ising,2,6,0.0001,1,42,10,100,129,151,173.34765625,10.891475999997056,3.1240998703626572,000000,0.0,0.0,0.0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 1000}"
ising,2,6,0.0005,1,42,10,1,129,151,174.41015625,9.619998099995428,3.1240998703626572,000000,0.0,0.0,0.0,0.0,0.0,3.1240998703626572,4.4,"{""000000"": 10}"
